| table_name               | pos | column_name             | data_type                | udt_name    | is_nullable | column_default                                  | char_len | num_prec | num_scale |
   FROM chat_rooms
  WHERE ((chat_rooms.id = chat_messages.room_id) AND (chat_rooms.is_open = true) AND (chat_rooms.is_archived = false) AND ((chat_rooms.room_type = 'global'::text) OR (EXISTS ( SELECT 1
           FROM chat_room_members
          WHERE ((chat_room_members.room_id = chat_messages.room_id) AND (chat_room_members.user_id = auth.uid()))))))))) |
| public     | chat_messages            | chat_messages_select_accessible        | SELECT | PERMISSIVE | {public}        | ((EXISTS ( SELECT 1
   FROM chat_rooms
  WHERE ((chat_rooms.id = chat_messages.room_id) AND (chat_rooms.room_type = 'global'::text)))) OR (EXISTS ( SELECT 1
   FROM chat_room_members
  WHERE ((chat_room_members.room_id = chat_messages.room_id) AND (chat_room_members.user_id = auth.uid()))))) | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | chat_room_members        | chat_room_members_select_all           | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | chat_rooms               | chat_rooms_select_all                  | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_entries            | diary_entries_select_all               | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_stickers           | diary_stickers_delete_own              | DELETE | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_stickers           | diary_stickers_insert_own              | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | ((profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid()))) AND (EXISTS ( SELECT 1
   FROM diary_entries
  WHERE ((diary_entries.id = diary_stickers.entry_id) AND (diary_entries.is_locked = false)))))                                                                                                                                                                           |
| public     | diary_stickers           | diary_stickers_select_all              | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_stickers           | diary_stickers_update_own              | UPDATE | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_strokes            | diary_strokes_delete_own               | DELETE | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_strokes            | diary_strokes_insert_own               | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | ((profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid()))) AND (EXISTS ( SELECT 1
   FROM diary_entries
  WHERE ((diary_entries.id = diary_strokes.entry_id) AND (diary_entries.is_locked = false)))))                                                                                                                                                                            |
| public     | diary_strokes            | diary_strokes_select_all               | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_strokes            | diary_strokes_update_own               | UPDATE | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_texts              | diary_texts_delete_own                 | DELETE | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_texts              | diary_texts_insert_own                 | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | ((profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid()))) AND (EXISTS ( SELECT 1
   FROM diary_entries
  WHERE ((diary_entries.id = diary_texts.entry_id) AND (diary_entries.is_locked = false)))))                                                                                                                                                                              |
| public     | diary_texts              | diary_texts_select_all                 | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | diary_texts              | diary_texts_update_own                 | UPDATE | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | drawing_tools            | drawing_tools_select_all               | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | drawing_tools_history    | drawing_tools_history_select_all       | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_call_messages         | gm_call_messages_own_insert            | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | (sender_id = auth.uid())                                                                                                                                                                                                                                                                                                                                                                                               |
| public     | gm_call_messages         | gm_call_messages_gm_select             | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_call_messages         | gm_call_messages_own_select            | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM gm_calls
  WHERE ((gm_calls.id = gm_call_messages.call_id) AND (gm_calls.user_id = auth.uid()))))                                                                                                                                                                         | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_calls                 | gm_calls_own_insert                    | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | (user_id = auth.uid())                                                                                                                                                                                                                                                                                                                                                                                                 |
| public     | gm_calls                 | gm_calls_gm_select                     | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_calls                 | gm_calls_own_select                    | SELECT | PERMISSIVE | {public}        | (user_id = auth.uid())                                                                                                                                                                                                                                                                               | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_calls                 | gm_calls_gm_update                     | UPDATE | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_conversation_messages | gm_conv_messages_gm_insert             | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | ((sender_role = 'gm'::text) AND (msg_type = 'text'::text) AND (sender_profile_id = ( SELECT profiles.id
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true)))))                                                                                                                                                                                                                      |
| public     | gm_conversation_messages | gm_conv_messages_user_insert           | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | ((sender_role = 'user'::text) AND (msg_type = 'text'::text) AND (sender_profile_id = ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid()))) AND (EXISTS ( SELECT 1
   FROM gm_conversations c
  WHERE ((c.id = gm_conversation_messages.conversation_id) AND (c.user_id = auth.uid())))))                                                                                                     |
| public     | gm_conversation_messages | gm_conv_messages_gm_select             | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = auth.uid()) AND (p.is_gm = true))))                                                                                                                                                                                                      | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_conversation_messages | gm_conv_messages_own_select            | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM gm_conversations c
  WHERE ((c.id = gm_conversation_messages.conversation_id) AND (c.user_id = auth.uid()))))                                                                                                                                                             | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_conversations         | gm_conversations_own_insert            | INSERT | PERMISSIVE | {public}        | null                                                                                                                                                                                                                                                                                                 | ((user_id = auth.uid()) AND (user_profile_id = ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid()))))                                                                                                                                                                                                                                                                                        |
| public     | gm_conversations         | gm_conversations_gm_select             | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = auth.uid()) AND (p.is_gm = true))))                                                                                                                                                                                                      | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | gm_conversations         | gm_conversations_own_select            | SELECT | PERMISSIVE | {public}        | (user_id = auth.uid())                                                                                                                                                                                                                                                                               | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | inventory_items          | inventory_select_all                   | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | invite_codes             | invite_codes_gm_only_select            | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | invite_mismatch_reports  | invite_mismatch_reports_gm_only_select | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | invite_mismatch_reports  | invite_mismatch_reports_gm_only_update | UPDATE | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | minigame_plays           | minigame_plays_select_all              | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | minigames                | minigames_select_all                   | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | mobil_grants             | mobil_grants_gm_select                 | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | mobil_grants             | mobil_grants_own_select                | SELECT | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | notices                  | notices_gm_delete                      | DELETE | PERMISSIVE | {authenticated} | (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = auth.uid()) AND (p.is_gm = true))))                                                                                                                                                                                                      | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | notices                  | notices_gm_insert                      | INSERT | PERMISSIVE | {authenticated} | null                                                                                                                                                                                                                                                                                                 | (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = auth.uid()) AND (p.is_gm = true))))                                                                                                                                                                                                                                                                                                                        |
| public     | notices                  | notices_public_read                    | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | notices                  | notices_gm_update                      | UPDATE | PERMISSIVE | {authenticated} | (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = auth.uid()) AND (p.is_gm = true))))                                                                                                                                                                                                      | (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.user_id = auth.uid()) AND (p.is_gm = true))))                                                                                                                                                                                                                                                                                                                        |
| public     | profiles                 | profiles_select_all                    | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | profiles                 | profiles_update_own                    | UPDATE | PERMISSIVE | {public}        | (user_id = auth.uid())                                                                                                                                                                                                                                                                               | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | shop_items               | shop_items_select_all                  | SELECT | PERMISSIVE | {public}        | (is_active = true)                                                                                                                                                                                                                                                                                   | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | shop_purchases           | shop_purchases_gm_select               | SELECT | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | shop_purchases           | shop_purchases_own_select              | SELECT | PERMISSIVE | {public}        | (profile_id IN ( SELECT profiles.id
   FROM profiles
  WHERE (profiles.user_id = auth.uid())))                                                                                                                                                                                                       | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | site_settings            | site_settings_select_all               | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | site_settings            | site_settings_gm_update                | UPDATE | PERMISSIVE | {public}        | (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.user_id = auth.uid()) AND (profiles.is_gm = true))))                                                                                                                                                                                          | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | user_stickers            | user_stickers_select_approved          | SELECT | PERMISSIVE | {public}        | (is_approved = true)                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |
| public     | wallpapers               | wallpapers_select_all                  | SELECT | PERMISSIVE | {public}        | true                                                                                                                                                                                                                                                                                                 | null                                                                                                                                                                                                                                                                                                                                                                                                                   |

| schema | function_name                  | arguments                                                                                                                                                                                                                                                                          | returns                                                                                                                                                                                                                                                                                                                                        | language | security         | volatility |
| ------ | ------------------------------ | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | -------- | ---------------- | ---------- |
