| table_name               | pos | column_name             | data_type                | udt_name    | is_nullable | column_default                                  | char_len | num_prec | num_scale |
| drawing_tools            | drawing_tools_tool_type_key                     | UNIQUE          | UNIQUE (tool_type)                                                                                                                                                                                                                               |
| drawing_tools_history    | drawing_tools_history_ink_after_check           | CHECK           | CHECK ((ink_after >= 0))                                                                                                                                                                                                                         |
| drawing_tools_history    | drawing_tools_history_reason_check              | CHECK           | CHECK ((reason = ANY (ARRAY['consume'::text, 'refill'::text, 'reset'::text, 'other'::text])))                                                                                                                                                    |
| drawing_tools_history    | drawing_tools_history_tool_type_check           | CHECK           | CHECK ((tool_type = ANY (ARRAY['sinken'::text, 'highlighter'::text])))                                                                                                                                                                           |
| drawing_tools_history    | drawing_tools_history_user_id_fkey              | FOREIGN KEY     | FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL                                                                                                                                                                               |
| drawing_tools_history    | drawing_tools_history_pkey                      | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| gm_call_messages         | gm_call_messages_sender_role_check              | CHECK           | CHECK ((sender_role = ANY (ARRAY['user'::text, 'gm'::text])))                                                                                                                                                                                    |
| gm_call_messages         | gm_call_messages_call_id_fkey                   | FOREIGN KEY     | FOREIGN KEY (call_id) REFERENCES gm_calls(id) ON DELETE CASCADE                                                                                                                                                                                  |
| gm_call_messages         | gm_call_messages_sender_id_fkey                 | FOREIGN KEY     | FOREIGN KEY (sender_id) REFERENCES auth.users(id) ON DELETE SET NULL                                                                                                                                                                             |
| gm_call_messages         | gm_call_messages_pkey                           | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| gm_calls                 | gm_calls_call_type_check                        | CHECK           | CHECK ((call_type = ANY (ARRAY['identity_check'::text, 'stat_error'::text, 'shop_error'::text, 'minigame_error'::text, 'other'::text])))                                                                                                         |
| gm_calls                 | gm_calls_status_check                           | CHECK           | CHECK ((status = ANY (ARRAY['open'::text, 'resolved'::text])))                                                                                                                                                                                   |
| gm_calls                 | gm_calls_user_id_fkey                           | FOREIGN KEY     | FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL                                                                                                                                                                               |
| gm_calls                 | gm_calls_pkey                                   | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| gm_conversation_messages | gm_conv_msg_content_length                      | CHECK           | CHECK ((((msg_type = 'text'::text) AND ((char_length(content) >= 1) AND (char_length(content) <= 2000))) OR ((msg_type = 'system_resolved'::text) AND ((char_length(content) >= 1) AND (char_length(content) <= 32)))))                          |
| gm_conversation_messages | gm_conv_msg_sender_shape                        | CHECK           | CHECK ((((sender_role = 'system'::text) AND (sender_profile_id IS NULL) AND (msg_type = 'system_resolved'::text)) OR ((sender_role = ANY (ARRAY['user'::text, 'gm'::text])) AND (sender_profile_id IS NOT NULL) AND (msg_type = 'text'::text)))) |
| gm_conversation_messages | gm_conversation_messages_msg_type_check         | CHECK           | CHECK ((msg_type = ANY (ARRAY['text'::text, 'system_resolved'::text])))                                                                                                                                                                          |
| gm_conversation_messages | gm_conversation_messages_sender_role_check      | CHECK           | CHECK ((sender_role = ANY (ARRAY['user'::text, 'gm'::text, 'system'::text])))                                                                                                                                                                    |
| gm_conversation_messages | gm_conversation_messages_conversation_id_fkey   | FOREIGN KEY     | FOREIGN KEY (conversation_id) REFERENCES gm_conversations(id) ON DELETE CASCADE                                                                                                                                                                  |
| gm_conversation_messages | gm_conversation_messages_sender_profile_id_fkey | FOREIGN KEY     | FOREIGN KEY (sender_profile_id) REFERENCES profiles(id) ON DELETE SET NULL                                                                                                                                                                       |
| gm_conversation_messages | gm_conversation_messages_pkey                   | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| gm_conversations         | gm_conversations_user_id_fkey                   | FOREIGN KEY     | FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE                                                                                                                                                                                |
| gm_conversations         | gm_conversations_user_profile_id_fkey           | FOREIGN KEY     | FOREIGN KEY (user_profile_id) REFERENCES profiles(id) ON DELETE CASCADE                                                                                                                                                                          |
| gm_conversations         | gm_conversations_pkey                           | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| gm_conversations         | gm_conversations_user_id_key                    | UNIQUE          | UNIQUE (user_id)                                                                                                                                                                                                                                 |
| inventory_items          | inventory_items_item_type_check                 | CHECK           | CHECK ((item_type = ANY (ARRAY['marker'::text, 'sticker'::text, 'wallpaper'::text, 'other'::text])))                                                                                                                                             |
| inventory_items          | inventory_items_quantity_check                  | CHECK           | CHECK ((quantity >= 0))                                                                                                                                                                                                                          |
| inventory_items          | inventory_items_profile_id_fkey                 | FOREIGN KEY     | FOREIGN KEY (profile_id) REFERENCES profiles(id) ON DELETE CASCADE                                                                                                                                                                               |
| inventory_items          | inventory_items_pkey                            | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| invite_codes             | invite_codes_used_at_check                      | CHECK           | CHECK (((used = false) OR (used_at IS NOT NULL)))                                                                                                                                                                                                |
| invite_codes             | invite_codes_issued_by_fkey                     | FOREIGN KEY     | FOREIGN KEY (issued_by) REFERENCES profiles(id) ON DELETE SET NULL                                                                                                                                                                               |
| invite_codes             | invite_codes_profile_id_fkey                    | FOREIGN KEY     | FOREIGN KEY (profile_id) REFERENCES profiles(id) ON DELETE CASCADE                                                                                                                                                                               |
| invite_codes             | invite_codes_pkey                               | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| invite_codes             | invite_codes_code_key                           | UNIQUE          | UNIQUE (code)                                                                                                                                                                                                                                    |
| invite_codes             | invite_codes_profile_id_key                     | UNIQUE          | UNIQUE (profile_id)                                                                                                                                                                                                                              |
| invite_mismatch_reports  | invite_mismatch_reports_message_check           | CHECK           | CHECK (((length(message) > 0) AND (length(message) <= 2000)))                                                                                                                                                                                    |
| invite_mismatch_reports  | invite_mismatch_reports_invite_code_id_fkey     | FOREIGN KEY     | FOREIGN KEY (invite_code_id) REFERENCES invite_codes(id) ON DELETE SET NULL                                                                                                                                                                      |
| invite_mismatch_reports  | invite_mismatch_reports_resolved_by_fkey        | FOREIGN KEY     | FOREIGN KEY (resolved_by) REFERENCES profiles(id) ON DELETE SET NULL                                                                                                                                                                             |
| invite_mismatch_reports  | invite_mismatch_reports_pkey                    | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| minigame_plays           | minigame_plays_mobil_gained_check               | CHECK           | CHECK ((mobil_gained >= 0))                                                                                                                                                                                                                      |
| minigame_plays           | minigame_plays_score_check                      | CHECK           | CHECK (((score >= 0) AND (score <= 100)))                                                                                                                                                                                                        |
| minigame_plays           | minigame_plays_stat_gained_check                | CHECK           | CHECK ((stat_gained >= 0))                                                                                                                                                                                                                       |
| minigame_plays           | minigame_plays_target_stat_check                | CHECK           | CHECK ((target_stat = ANY (ARRAY['rhythm'::text, 'physical'::text, 'expression'::text])))                                                                                                                                                        |
| minigame_plays           | minigame_plays_minigame_id_fkey                 | FOREIGN KEY     | FOREIGN KEY (minigame_id) REFERENCES minigames(id) ON DELETE CASCADE                                                                                                                                                                             |
| minigame_plays           | minigame_plays_profile_id_fkey                  | FOREIGN KEY     | FOREIGN KEY (profile_id) REFERENCES profiles(id) ON DELETE CASCADE                                                                                                                                                                               |
| minigame_plays           | minigame_plays_pkey                             | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| minigames                | minigames_base_mobil_gain_check                 | CHECK           | CHECK ((base_mobil_gain >= 0))                                                                                                                                                                                                                   |
| minigames                | minigames_base_stat_gain_check                  | CHECK           | CHECK ((base_stat_gain >= 0))                                                                                                                                                                                                                    |
| minigames                | minigames_category_check                        | CHECK           | CHECK ((category = ANY (ARRAY['stat_up'::text, 'cafe'::text, 'practice_room'::text])))                                                                                                                                                           |
| minigames                | minigames_target_stat_check                     | CHECK           | CHECK ((target_stat = ANY (ARRAY['rhythm'::text, 'physical'::text, 'expression'::text])))                                                                                                                                                        |
| minigames                | minigames_pkey                                  | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| minigames                | minigames_code_key                              | UNIQUE          | UNIQUE (code)                                                                                                                                                                                                                                    |
| mobil_grants             | mobil_grants_amount_check                       | CHECK           | CHECK ((amount <> 0))                                                                                                                                                                                                                            |
| mobil_grants             | mobil_grants_grant_type_check                   | CHECK           | CHECK ((grant_type = ANY (ARRAY['daily_login'::text, 'gm_grant'::text, 'system'::text])))                                                                                                                                                        |
| mobil_grants             | mobil_grants_granted_by_fkey                    | FOREIGN KEY     | FOREIGN KEY (granted_by) REFERENCES auth.users(id) ON DELETE SET NULL                                                                                                                                                                            |
| mobil_grants             | mobil_grants_profile_id_fkey                    | FOREIGN KEY     | FOREIGN KEY (profile_id) REFERENCES profiles(id) ON DELETE CASCADE                                                                                                                                                                               |
| mobil_grants             | mobil_grants_pkey                               | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| notices                  | notices_body_len_check                          | CHECK           | CHECK (((char_length(body) >= 1) AND (char_length(body) <= 5000)))                                                                                                                                                                               |
| notices                  | notices_category_check                          | CHECK           | CHECK ((category = ANY (ARRAY['schedule'::text, 'notice'::text, 'etc'::text])))                                                                                                                                                                  |
| notices                  | notices_title_len_check                         | CHECK           | CHECK (((char_length(title) >= 1) AND (char_length(title) <= 100)))                                                                                                                                                                              |
| notices                  | notices_author_id_fkey                          | FOREIGN KEY     | FOREIGN KEY (author_id) REFERENCES auth.users(id) ON DELETE SET NULL                                                                                                                                                                             |
| notices                  | notices_pkey                                    | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| profiles                 | profiles_age_check                              | CHECK           | CHECK (((age >= 1) AND (age <= 150)))                                                                                                                                                                                                            |
| profiles                 | profiles_card_bg_color_format                   | CHECK           | CHECK (((card_bg_color IS NULL) OR (card_bg_color ~ '^#[0-9a-fA-F]{6}$'::text)))                                                                                                                                                                 |
| profiles                 | profiles_card_text_color_format                 | CHECK           | CHECK (((card_text_color IS NULL) OR (card_text_color ~ '^#[0-9a-fA-F]{6}$'::text)))                                                                                                                                                             |
| profiles                 | profiles_expression_stat_check                  | CHECK           | CHECK (((expression_stat >= 0) AND (expression_stat <= 100)))                                                                                                                                                                                    |
| profiles                 | profiles_family_name_nonempty                   | CHECK           | CHECK (((family_name IS NULL) OR (length(family_name) > 0)))                                                                                                                                                                                     |
| profiles                 | profiles_gender_check                           | CHECK           | CHECK ((gender = ANY (ARRAY['male'::text, 'female'::text, 'other'::text])))                                                                                                                                                                      |
| profiles                 | profiles_given_name_nonempty                    | CHECK           | CHECK (((given_name IS NULL) OR (length(given_name) > 0)))                                                                                                                                                                                       |
| profiles                 | profiles_grade_check                            | CHECK           | CHECK (((grade >= 1) AND (grade <= 3)))                                                                                                                                                                                                          |
| profiles                 | profiles_mobil_check                            | CHECK           | CHECK ((mobil >= 0))                                                                                                                                                                                                                             |
| profiles                 | profiles_physical_stat_check                    | CHECK           | CHECK (((physical_stat >= 0) AND (physical_stat <= 100)))                                                                                                                                                                                        |
| profiles                 | profiles_registered_required                    | CHECK           | CHECK (((user_id IS NULL) OR (is_gm = true) OR ((family_name IS NOT NULL) AND (given_name IS NOT NULL) AND (age IS NOT NULL) AND (gender IS NOT NULL) AND (school_name IS NOT NULL) AND (grade IS NOT NULL))))                                   |
| profiles                 | profiles_rhythm_stat_check                      | CHECK           | CHECK (((rhythm_stat >= 0) AND (rhythm_stat <= 100)))                                                                                                                                                                                            |
| profiles                 | profiles_user_id_fkey                           | FOREIGN KEY     | FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE                                                                                                                                                                                |
| profiles                 | profiles_pkey                                   | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| profiles                 | profiles_user_id_key                            | UNIQUE          | UNIQUE (user_id)                                                                                                                                                                                                                                 |
| shop_items               | shop_items_item_type_check                      | CHECK           | CHECK ((item_type = ANY (ARRAY['marker'::text, 'sticker'::text, 'wallpaper'::text, 'refill_ink'::text, 'other'::text])))                                                                                                                         |
| shop_items               | shop_items_price_check                          | CHECK           | CHECK ((price >= 0))                                                                                                                                                                                                                             |
| shop_items               | shop_items_pkey                                 | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| shop_items               | shop_items_code_key                             | UNIQUE          | UNIQUE (code)                                                                                                                                                                                                                                    |
| shop_purchases           | shop_purchases_price_paid_check                 | CHECK           | CHECK ((price_paid >= 0))                                                                                                                                                                                                                        |
| shop_purchases           | shop_purchases_quantity_check                   | CHECK           | CHECK ((quantity > 0))                                                                                                                                                                                                                           |
| shop_purchases           | shop_purchases_profile_id_fkey                  | FOREIGN KEY     | FOREIGN KEY (profile_id) REFERENCES profiles(id) ON DELETE CASCADE                                                                                                                                                                               |
| shop_purchases           | shop_purchases_shop_item_id_fkey                | FOREIGN KEY     | FOREIGN KEY (shop_item_id) REFERENCES shop_items(id) ON DELETE SET NULL                                                                                                                                                                          |
| shop_purchases           | shop_purchases_pkey                             | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| site_settings            | site_settings_id_check                          | CHECK           | CHECK ((id = 1))                                                                                                                                                                                                                                 |
| site_settings            | site_settings_updated_by_fkey                   | FOREIGN KEY     | FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL                                                                                                                                                                            |
| site_settings            | site_settings_pkey                              | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| user_stickers            | user_stickers_profile_id_fkey                   | FOREIGN KEY     | FOREIGN KEY (profile_id) REFERENCES profiles(id) ON DELETE CASCADE                                                                                                                                                                               |
| user_stickers            | user_stickers_pkey                              | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| wallpapers               | wallpapers_pkey                                 | PRIMARY KEY     | PRIMARY KEY (id)                                                                                                                                                                                                                                 |
| wallpapers               | wallpapers_code_key                             | UNIQUE          | UNIQUE (code)                                                                                                                                                                                                                                    |


| schemaname | tablename                | indexname                                 | indexdef                                                                                                                                                                |
| ---------- | ------------------------ | ----------------------------------------- | ----------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| public     | attendance_messages      | attendance_messages_created_at_idx        | CREATE INDEX attendance_messages_created_at_idx ON public.attendance_messages USING btree (created_at DESC)                                                             |
| public     | attendance_messages      | attendance_messages_pkey                  | CREATE UNIQUE INDEX attendance_messages_pkey ON public.attendance_messages USING btree (id)                                                                             |
| public     | attendance_messages      | attendance_messages_profile_id_idx        | CREATE INDEX attendance_messages_profile_id_idx ON public.attendance_messages USING btree (profile_id)                                                                  |
| public     | badge_awards             | badge_awards_badge_id_profile_id_key      | CREATE UNIQUE INDEX badge_awards_badge_id_profile_id_key ON public.badge_awards USING btree (badge_id, profile_id)                                                      |
| public     | badge_awards             | badge_awards_pkey                         | CREATE UNIQUE INDEX badge_awards_pkey ON public.badge_awards USING btree (id)                                                                                           |
| public     | badge_awards             | badge_awards_profile_id_idx               | CREATE INDEX badge_awards_profile_id_idx ON public.badge_awards USING btree (profile_id)                                                                                |
| public     | badge_awards             | badge_awards_unique_rank_idx              | CREATE UNIQUE INDEX badge_awards_unique_rank_idx ON public.badge_awards USING btree (badge_id, rank) WHERE (rank IS NOT NULL)                                           |
| public     | badges                   | badges_code_key                           | CREATE UNIQUE INDEX badges_code_key ON public.badges USING btree (code)                                                                                                 |
| public     | badges                   | badges_pkey                               | CREATE UNIQUE INDEX badges_pkey ON public.badges USING btree (id)                                                                                                       |
| public     | chat_messages            | chat_messages_pkey                        | CREATE UNIQUE INDEX chat_messages_pkey ON public.chat_messages USING btree (id)                                                                                         |
| public     | chat_messages            | chat_messages_room_created_idx            | CREATE INDEX chat_messages_room_created_idx ON public.chat_messages USING btree (room_id, created_at)                                                                   |
| public     | chat_room_members        | chat_room_members_pkey                    | CREATE UNIQUE INDEX chat_room_members_pkey ON public.chat_room_members USING btree (room_id, user_id)                                                                   |
| public     | chat_room_members        | chat_room_members_user_id_idx             | CREATE INDEX chat_room_members_user_id_idx ON public.chat_room_members USING btree (user_id)                                                                            |
| public     | chat_rooms               | chat_rooms_is_open_idx                    | CREATE INDEX chat_rooms_is_open_idx ON public.chat_rooms USING btree (is_open) WHERE (is_open = true)                                                                   |
| public     | chat_rooms               | chat_rooms_pkey                           | CREATE UNIQUE INDEX chat_rooms_pkey ON public.chat_rooms USING btree (id)                                                                                               |
| public     | chat_rooms               | chat_rooms_single_global_idx              | CREATE UNIQUE INDEX chat_rooms_single_global_idx ON public.chat_rooms USING btree (room_type) WHERE ((room_type = 'global'::text) AND (is_archived = false))            |
| public     | diary_entries            | diary_entries_entry_date_idx              | CREATE INDEX diary_entries_entry_date_idx ON public.diary_entries USING btree (entry_date DESC)                                                                         |
| public     | diary_entries            | diary_entries_entry_date_key              | CREATE UNIQUE INDEX diary_entries_entry_date_key ON public.diary_entries USING btree (entry_date)                                                                       |
| public     | diary_entries            | diary_entries_pkey                        | CREATE UNIQUE INDEX diary_entries_pkey ON public.diary_entries USING btree (id)                                                                                         |
| public     | diary_stickers           | diary_stickers_entry_id_idx               | CREATE INDEX diary_stickers_entry_id_idx ON public.diary_stickers USING btree (entry_id)                                                                                |
| public     | diary_stickers           | diary_stickers_pkey                       | CREATE UNIQUE INDEX diary_stickers_pkey ON public.diary_stickers USING btree (id)                                                                                       |
| public     | diary_strokes            | diary_strokes_entry_id_idx                | CREATE INDEX diary_strokes_entry_id_idx ON public.diary_strokes USING btree (entry_id)                                                                                  |
| public     | diary_strokes            | diary_strokes_pkey                        | CREATE UNIQUE INDEX diary_strokes_pkey ON public.diary_strokes USING btree (id)                                                                                         |
| public     | diary_texts              | diary_texts_entry_id_idx                  | CREATE INDEX diary_texts_entry_id_idx ON public.diary_texts USING btree (entry_id)                                                                                      |
| public     | diary_texts              | diary_texts_pkey                          | CREATE UNIQUE INDEX diary_texts_pkey ON public.diary_texts USING btree (id)                                                                                             |
| public     | drawing_tools            | drawing_tools_pkey                        | CREATE UNIQUE INDEX drawing_tools_pkey ON public.drawing_tools USING btree (id)                                                                                         |
| public     | drawing_tools            | drawing_tools_tool_type_key               | CREATE UNIQUE INDEX drawing_tools_tool_type_key ON public.drawing_tools USING btree (tool_type)                                                                         |
| public     | drawing_tools_history    | drawing_tools_history_pkey                | CREATE UNIQUE INDEX drawing_tools_history_pkey ON public.drawing_tools_history USING btree (id)                                                                         |
| public     | drawing_tools_history    | drawing_tools_history_tool_created_idx    | CREATE INDEX drawing_tools_history_tool_created_idx ON public.drawing_tools_history USING btree (tool_type, created_at DESC)                                            |
| public     | drawing_tools_history    | drawing_tools_history_user_id_idx         | CREATE INDEX drawing_tools_history_user_id_idx ON public.drawing_tools_history USING btree (user_id) WHERE (user_id IS NOT NULL)                                        |
| public     | gm_call_messages         | gm_call_messages_call_id_idx              | CREATE INDEX gm_call_messages_call_id_idx ON public.gm_call_messages USING btree (call_id, created_at)                                                                  |
| public     | gm_call_messages         | gm_call_messages_pkey                     | CREATE UNIQUE INDEX gm_call_messages_pkey ON public.gm_call_messages USING btree (id)                                                                                   |
| public     | gm_calls                 | gm_calls_pkey                             | CREATE UNIQUE INDEX gm_calls_pkey ON public.gm_calls USING btree (id)                                                                                                   |
| public     | gm_calls                 | gm_calls_status_idx                       | CREATE INDEX gm_calls_status_idx ON public.gm_calls USING btree (status) WHERE (status = 'open'::text)                                                                  |
| public     | gm_calls                 | gm_calls_user_id_idx                      | CREATE INDEX gm_calls_user_id_idx ON public.gm_calls USING btree (user_id)                                                                                              |
| public     | gm_conversation_messages | gm_conversation_messages_conv_created_idx | CREATE INDEX gm_conversation_messages_conv_created_idx ON public.gm_conversation_messages USING btree (conversation_id, created_at)                                     |
| public     | gm_conversation_messages | gm_conversation_messages_pkey             | CREATE UNIQUE INDEX gm_conversation_messages_pkey ON public.gm_conversation_messages USING btree (id)                                                                   |
| public     | gm_conversations         | gm_conversations_gm_unread_idx            | CREATE INDEX gm_conversations_gm_unread_idx ON public.gm_conversations USING btree (id) WHERE ((last_user_msg_at IS NOT NULL) AND (last_user_msg_at > gm_last_read_at)) |
| public     | gm_conversations         | gm_conversations_last_user_msg_at_idx     | CREATE INDEX gm_conversations_last_user_msg_at_idx ON public.gm_conversations USING btree (last_user_msg_at DESC NULLS LAST)                                            |
| public     | gm_conversations         | gm_conversations_pkey                     | CREATE UNIQUE INDEX gm_conversations_pkey ON public.gm_conversations USING btree (id)                                                                                   |
| public     | gm_conversations         | gm_conversations_user_id_key              | CREATE UNIQUE INDEX gm_conversations_user_id_key ON public.gm_conversations USING btree (user_id)                                                                       |
| public     | inventory_items          | inventory_items_item_type_idx             | CREATE INDEX inventory_items_item_type_idx ON public.inventory_items USING btree (item_type)                                                                            |
| public     | inventory_items          | inventory_items_pkey                      | CREATE UNIQUE INDEX inventory_items_pkey ON public.inventory_items USING btree (id)                                                                                     |
| public     | inventory_items          | inventory_items_profile_id_idx            | CREATE INDEX inventory_items_profile_id_idx ON public.inventory_items USING btree (profile_id)                                                                          |
| public     | invite_codes             | invite_codes_code_idx                     | CREATE INDEX invite_codes_code_idx ON public.invite_codes USING btree (code)                                                                                            |
| public     | invite_codes             | invite_codes_code_key                     | CREATE UNIQUE INDEX invite_codes_code_key ON public.invite_codes USING btree (code)                                                                                     |
| public     | invite_codes             | invite_codes_expires_at_idx               | CREATE INDEX invite_codes_expires_at_idx ON public.invite_codes USING btree (expires_at)                                                                                |
| public     | invite_codes             | invite_codes_pkey                         | CREATE UNIQUE INDEX invite_codes_pkey ON public.invite_codes USING btree (id)                                                                                           |
| public     | invite_codes             | invite_codes_profile_id_key               | CREATE UNIQUE INDEX invite_codes_profile_id_key ON public.invite_codes USING btree (profile_id)                                                                         |
| public     | invite_mismatch_reports  | idx_invite_mismatch_reports_by_code       | CREATE INDEX idx_invite_mismatch_reports_by_code ON public.invite_mismatch_reports USING btree (invite_code, created_at DESC)                                           |
| public     | invite_mismatch_reports  | idx_invite_mismatch_reports_pending       | CREATE INDEX idx_invite_mismatch_reports_pending ON public.invite_mismatch_reports USING btree (created_at DESC) WHERE (resolved_at IS NULL)                            |
